ID	DOCULECT	CONCEPT_IN_SOURCE	CONCEPT_FRENCH	IPA	VALUE	FORM	CONCEPTICON_ID	CONCEPT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGIDS
7790	Tebul_Ure	snake (any)	serpent (tout)	nòndó	nòndó	nòndó	730	SNAKE	n ¹/o ⁿd ⁵/o	4 7 1 7	AXBZ	NUTU	30	30.N.C 30.U.V 30.T.C 30.U.V	2.0 1.5 1.75 0.8	0	3861
7791	Tiranige_Diga	snake (any)	serpent (tout)	nómó-njí	nómónjí	nómónjí	730	SNAKE	n ⁵/o m ⁵/o + ⁿdʒ ⁵/i	4 7 4 7 9 1 7	AXBZ_AX	NUMU_TI	31	31.N.C 31.U.V 31.M.C 31.U.V 31._._ 31.T.C 31.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	3861 3880
7792	Tiranige_Diga	snake (any)	serpent (tout)	déŋí-wè	déŋí-wè	déŋí-wè	730	SNAKE	d ⁵/e ŋ ⁵/i + w ¹/e	1 7 4 7 9 6 7	AXBZ_AX	TENI_WE	31	31.T.C 31.E.V 31.N.C 31.I.V 31._._ 31.W.C 31.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	1	3871 3888
7793	Togo_Kan	snake (any)	serpent (tout)	lú:ró	lú:ró	lú:ró	730	SNAKE	l ⁵/uː r ⁵/o	5 7 5 7	AXBZ	LYRU	32	32.L.C 32.Y.V 32.R.C 32.U.V	2.0 1.5 1.75 0.8	0	3879
7794	Tomo_Kan	snake (any)	serpent (tout)	lúʔú-ré	lúʔúré	lúʔúré	730	SNAKE	l ⁵/u ʔ ⁵/u + r ⁵/e	5 7 1 7 9 5 7	AXBZ_AX	LYHY_RE	34	34.L.C 34.Y.V 34.H.C 34.Y.V 34._._ 34.R.C 34.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	3879 3878
7795	Toro_Tegu	snake (any)	serpent (tout)	ǎw	ǎw	ǎw	730	SNAKE	¹⁵/a w	7 6	XN	AW	36	36.A.V 36.W.c	1.5 0.8	0	3867
7796	Toro_Tegu	snake (any)	serpent (tout)	ìsó_ɛ̀sù	ìsó ɛ̀sù	ìsó_ɛ̀sù	730	SNAKE	¹/i s ⁵/o + ¹/ɛ s ¹/u	7 3 7 9 7 3 7	XBZ_XBZ	ISU_ESY	36	36.I.V 36.S.C 36.U.V 36._._ 36.E.V 36.S.C 36.Y.V	1.5 1.75 0.8 0.0 1.5 1.75 0.8	0	3889 3890
7797	Yanda_Dom	snake (any)	serpent (tout)	nòm-zù	nòmzù	nòmzù	730	SNAKE	n ¹/o m + z ¹/u	4 7 4 9 3 7	AXN_AX	NUM_SY	37	37.N.C 37.U.V 37.M.c 37._._ 37.S.C 37.Y.V	2.0 1.5 0.8 0.0 2.0 1.5	0	3861 3876
7798	Yorno_So	snake (any)	serpent (tout)	yùgú-rù	yùgúrù	yùgúrù	730	SNAKE	j ¹/u ɡ ⁵/u + r ¹/u	6 7 1 7 9 5 7	AXBZ_AX	JYKY_RY	38	38.J.C 38.Y.V 38.K.C 38.Y.V 38._._ 38.R.C 38.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	3877 3878
7799	Songhai_Senni	[n] snake	serpent [Za & TSK góndì] ­cpds. below.	gónd-ó	gónd-ó	gónd-ó	730	SNAKE	ɡ ⁵/o ⁿd + ⁵/o	1 7 1 9 7	AXN_X	KUT_U	28	28.K.C 28.U.V 28.T.c 28._._ 28.U.V	2.0 1.5 0.8 0.0 1.5	0	3883 3884
7800	Toro_So	snake (any)	serpent (tout)	yùgú-rù	yùgú-rù	yùgú-rù	730	SNAKE	j ¹/u ɡ ⁵/u + r ¹/u	6 7 1 7 9 5 7	AXBZ_AX	JYKY_RY	35	35.J.C 35.Y.V 35.K.C 35.Y.V 35._._ 35.R.C 35.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	3877 3878
7801	Bondu_So	snake (any)	serpent (tout)	síìŋ jàlá-ŋgó	síìŋ jàlá-ŋgó	síìŋ jàlá-ŋgó	730	SNAKE	s ⁵¹/iː ŋ + dʒ ¹/a l ⁵/a + ⁿɡ ⁵/o	3 7 4 9 1 7 5 7 9 1 7	AXN_AXBZ_AX	SIN_TALA_KU	6	6.S.C 6.I.V 6.N.c 6._._ 6.T.C 6.A.V 6.L.C 6.A.V 6._._ 6.K.C 6.U.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	3887 3866 3870
7802	Toro_Tegu	soap	savon	ɛ́rá	ɛ́rá, ɛ̀rà pírú	ɛ́rá	788	SOAP	⁵/ɛ r ⁵/a	7 5 7	XBZ	ERA	36	36.E.V 36.R.C 36.A.V	1.5 1.75 0.8	0	3903
7803	Ben_Tey	soap	savon	sǎm-nà	sǎmnà	sǎmnà	788	SOAP	s ¹⁵/a m + n ¹/a	3 7 4 9 4 7	AXN_AX	SAM_NA	5	5.S.C 5.A.V 5.M.c 5._._ 5.N.C 5.A.V	2.0 1.5 0.8 0.0 2.0 1.5	0	3896 3892
7804	Bankan_Tey	soap	savon	sàppí-nà	sàppínà	sàppínà	788	SOAP	s ¹/a p p ⁵/i + n ¹/a	3 7 1 1 7 4 7	AXMBYBZ	SAPPINA	4	4.S.C 4.A.V 4.P.c 4.P.C 4.I.V 4.N.C 4.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	3895
7805	Nanga	soap	savon	sàmírⁿî	sàmírⁿî	sàmírⁿî	788	SOAP	s ¹/a m ⁵/i + ∼/r̃ ⁵¹/i	3 7 4 7 5 7	AXBYBZ	SAMIRI	24	24.S.C 24.A.V 24.M.C 24.I.V 24.R.C 24.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	3896
7806	Togo_Kan	soap	savon	sáná	sáná	sáná	788	SOAP	s ⁵/a n ⁵/a	3 7 4 7	AXBZ	SANA	32	32.S.C 32.A.V 32.N.C 32.A.V	2.0 1.5 1.75 0.8	0	3896
7807	Yorno_So	soap	savon	sǎm-nɛ̀	sǎmnɛ̀	sǎmnɛ̀	788	SOAP	s ¹⁵/a m + n ¹/ɛ	3 7 4 9 4 7	AXN_AX	SAM_NE	38	38.S.C 38.A.V 38.M.c 38._._ 38.N.C 38.E.V	2.0 1.5 0.8 0.0 2.0 1.5	0	3896 3892
7808	Tommo_So	soap	savon	ɛ̀sɛ̀-ndú	ɛ̀sɛ̀-ndú	ɛ̀sɛ̀-ndú	788	SOAP	¹/ɛ s ¹/ɛ + ⁿd ⁵/u	7 3 7 9 1 7	XBZ_AX	ESE_TY	33	33.E.V 33.S.C 33.E.V 33._._ 33.T.C 33.Y.V	1.5 1.75 0.8 0.0 2.0 1.5	0	3903 3900
7809	Dogul_Dom	soap	savon	nɛ̀mɛ̀-ŋ̀-gò:ndú-ŋ́	nɛ̀mɛ̀-ŋ̀-gò:-ndú-ŋ́	nɛ̀mɛ̀-ŋ̀-gò:ndú-ŋ́	788	SOAP	n ¹/ɛ m ¹/ɛ + ŋ + ɡ ¹/oː ⁿd ⁵/u + ŋ	4 7 4 7 9 4 9 1 7 1 7 9 4	AXBZ_A_AXBZ_A	NEME_N_KUTY_N	17	17.N.C 17.E.V 17.M.C 17.E.V 17._._ 17.N.C 17._._ 17.K.C 17.U.V 17.T.C 17.Y.V 17._._ 17.N.C	2.0 1.5 1.75 0.8 0.0 2.0 0.0 2.0 1.5 1.75 0.8 0.0 2.0	0	3898 3897 3899 3900
7810	Yanda_Dom	soap	savon	ɛ́rⁿɛ́	ɛ́rⁿɛ́, ɛ̀rⁿɛ̀-sàmbûn	ɛ́rⁿɛ́	788	SOAP	⁵/ɛ ∼/r̃ ⁵/ɛ	7 5 7	XBZ	ERE	37	37.E.V 37.R.C 37.E.V	1.5 1.75 0.8	0	3903
7811	Bondu_So	soap	savon	sàpû-n	sàpûn	sàpûn	788	SOAP	s ¹/a p ⁵¹/u + n	3 7 1 7 9 4	AXBZ_A	SAPY_N	6	6.S.C 6.A.V 6.P.C 6.Y.V 6._._ 6.N.C	2.0 1.5 1.75 0.8 0.0 2.0	0	3891 3897
7812	Donno_So	soap	savon	sàmmí-nɛ̀	sàmmínɛ̀	sàmmínɛ̀	788	SOAP	s ¹/a m m ⁵/i + n ¹/ɛ	3 7 4 4 7 9 4 7	AXMBZ_AX	SAMMI_NE	18	18.S.C 18.A.V 18.M.c 18.M.C 18.I.V 18._._ 18.N.C 18.E.V	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5	0	3896 3892
7813	Tiranige_Diga	soap	savon	sámú-nù	sámúnù	sámúnù	788	SOAP	s ⁵/a m ⁵/u + n ¹/u	3 7 4 7 9 4 7	AXBZ_AX	SAMY_NY	31	31.S.C 31.A.V 31.M.C 31.Y.V 31._._ 31.N.C 31.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	3896 3892
7814	Mombo	soap	savon	sɔ́mɔ́-ŋgè	sɔ́mɔ́ŋgè	sɔ́mɔ́ŋgè	788	SOAP	s ⁵/ɔ m ⁵/ɔ + ⁿɡ ¹/e	3 7 4 7 9 1 7	AXBZ_AX	SUMU_KE	23	23.S.C 23.U.V 23.M.C 23.U.V 23._._ 23.K.C 23.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	3896 3894
7815	Penange	soap	savon	sà:m-nò	sà:mnò	sà:mnò	788	SOAP	s ¹/aː m + n ¹/o	3 7 4 9 4 7	AXN_AX	SAM_NU	25	25.S.C 25.A.V 25.M.c 25._._ 25.N.C 25.U.V	2.0 1.5 0.8 0.0 2.0 1.5	0	3896 3892
7816	Bangime	soap	savon	pɔ̄ɔ̄-kɛ̀	pɔ̄ɔ̄-kɛ̀	pɔ̄ɔ̄-kɛ̀	788	SOAP	p ³/ɔː + k ¹/ɛ	1 7 9 1 7	AX_AX	PU_KE	3	3.P.C 3.U.V 3._._ 3.K.C 3.E.V	2.0 1.5 0.0 2.0 1.5	0	3893 3894
7817	Fulfulde	soap	savon	saab-unde	saabunde	saabunde	788	SOAP	s aː b u ⁿd e	3 7 1 7 1 7	AXBYBZ	SAPYTE	19	19.S.C 19.A.V 19.P.C 19.Y.V 19.T.C 19.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	3891
7818	Jenaama	soap	savon	sàmùnā-wⁿ	sàmùnāwⁿ	sàmùnāwⁿ	788	SOAP	s ¹/a m ¹/u n ³/a + ∼/w̃	3 7 4 7 4 7 9 6	AXBYBZ_A	SAMYNA_W	22	22.S.C 22.A.V 22.M.C 22.Y.V 22.N.C 22.A.V 22._._ 22.W.C	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0	0	3896 3901
7819	Perge_Tegu	soap	savon	sǎm-nà	sǎmnà	sǎmnà	788	SOAP	s ¹⁵/a m + n ¹/a	3 7 4 9 4 7	AXN_AX	SAM_NA	26	26.S.C 26.A.V 26.M.c 26._._ 26.N.C 26.A.V	2.0 1.5 0.8 0.0 2.0 1.5	0	3896 3892
7820	Jamsay	soap	savon	sǎm-nà	sǎmnà	sǎmnà	788	SOAP	s ¹⁵/a m + n ¹/a	3 7 4 9 4 7	AXN_AX	SAM_NA	21	21.S.C 21.A.V 21.M.c 21._._ 21.N.C 21.A.V	2.0 1.5 0.8 0.0 2.0 1.5	0	3896 3892
7821	Soninke		savon	sààbú-nè	sààbúnè	sààbúnè	788	SOAP	s ¹/a: b ⁵/u + n ¹/e	3 7 1 7 9 4 7	AXBZ_AX	SAPY_NE	29	29.S.C 29.A.V 29.P.C 29.Y.V 29._._ 29.N.C 29.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	3891 3892
7822	Bambara		savon	sàfú-nɛ́	sàfúnɛ́	sàfúnɛ́	788	SOAP	s ¹/a f ⁵/u + n ⁵/ɛ	3 7 3 7 9 4 7	AXBZ_AX	SABY_NE	2	2.S.C 2.A.V 2.B.C 2.Y.V 2._._ 2.N.C 2.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	3891 3892
7823	Songhai_Senni	a) [n] soap; native soap	savon; savon du pays	sòs-ò	sòs-ò	sòs-ò	788	SOAP	s ¹/o s + ¹/o	3 7 3 9 7	AXN_X	SUS_U	28	28.S.C 28.U.V 28.S.c 28._._ 28.U.V	2.0 1.5 0.8 0.0 1.5	0	3896 3902
7824	Songhai_Senni	[n] song, singing	chan	dò:n-ò	dò:n-ò	dò:n-ò	1096	SONG	d ¹/oː n + ¹/o	1 7 4 9 7	AXN_X	TUN_U	28	28.T.C 28.U.V 28.N.c 28._._ 28.U.V	2.0 1.5 0.8 0.0 1.5	0	3910 3911
7825	Nanga	song	chanson	nùŋá	nùŋá	nùŋá	1096	SONG	n ¹/u ŋ ⁵/a	4 7 4 7	AXBZ	NYNA	24	24.N.C 24.Y.V 24.N.C 24.A.V	2.0 1.5 1.75 0.8	0	3905
7826	Perge_Tegu	song	chanson	núŋgɔ̀	núŋgɔ̀	núŋgɔ̀	1096	SONG	n ⁵/u ⁿɡ ¹/ɔ	4 7 1 7	AXBZ	NYKU	26	26.N.C 26.Y.V 26.K.C 26.U.V	2.0 1.5 1.75 0.8	0	3905
7827	Gourou	song	chanson	núŋù	núŋù	núŋù	1096	SONG	n ⁵/u ŋ ¹/u	4 7 4 7	AXBZ	NYNY	20	20.N.C 20.Y.V 20.N.C 20.Y.V	2.0 1.5 1.75 0.8	0	3905
7828	Jamsay	song	chanson	nûŋ	nûŋ	nûŋ	1096	SONG	n ⁵¹/u ŋ	4 7 4	AXN	NYN	21	21.N.C 21.Y.V 21.N.c	2.0 1.5 0.8	0	3905
7829	Togo_Kan	song	chanson	núŋú	núŋú	núŋú	1096	SONG	n ⁵/u ŋ ⁵/u	4 7 4 7	AXBZ	NYNY	32	32.N.C 32.Y.V 32.N.C 32.Y.V	2.0 1.5 1.75 0.8	0	3905
7830	Yorno_So	song	chanson	nɛ́:	nɛ́:, níyɛ́	nɛ́:	1096	SONG	n ⁵/ɛː	4 7	AX	NE	38	38.N.C 38.E.V	2.0 1.5	0	3904
7831	Dogul_Dom	song	chanson	nùŋɔ́:	nùŋɔ́:	nùŋɔ́:	1096	SONG	n ¹/u ŋ ɔː	4 7 4 7	AXBZ	NYNU	17	17.N.C 17.Y.V 17.N.C 17.U.V	2.0 1.5 1.75 0.8	0	3905
7832	Tebul_Ure	song	chanson	nùŋǎ:	nùŋǎ:	nùŋǎ:	1096	SONG	n ¹/u ŋ ¹⁵/aː	4 7 4 7	AXBZ	NYNA	30	30.N.C 30.Y.V 30.N.C 30.A.V	2.0 1.5 1.75 0.8	0	3905
7833	Yanda_Dom	song	chanson	nùŋà	nùŋà	nùŋà	1096	SONG	n ¹/u ŋ ¹/a	4 7 4 7	AXBZ	NYNA	37	37.N.C 37.Y.V 37.N.C 37.A.V	2.0 1.5 1.75 0.8	0	3905
7834	Bondu_So	song	chanson	ŋwànǎ:	ŋwànǎ:	ŋwànǎ:	1096	SONG	ŋ w ¹/a n ¹⁵/aː	4 6 7 4 7	ACXBZ	NWANA	6	6.N.C 6.W.C 6.A.V 6.N.C 6.A.V	2.0 1.5 1.5 1.75 0.8	0	3905
7835	Donno_So	song	chanson	núŋò_nùŋó	núŋò nùŋó	núŋò_nùŋó	1096	SONG	n ⁵/u ŋ ¹/o + n ¹/u ŋ ⁵/o	4 7 4 7 9 4 7 4 7	AXBZ_AXBZ	NYNU_NYNU	18	18.N.C 18.Y.V 18.N.C 18.U.V 18._._ 18.N.C 18.Y.V 18.N.C 18.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	0	3905 3906
7836	Mombo	song	chanson	nɔ̂:	nɔ̂:	nɔ̂:	1096	SONG	n ⁵¹/ɔː	4 7	AX	NU	23	23.N.C 23.U.V	2.0 1.5	0	3904
7837	Penange	song	chanson	nɔ̀:	nɔ̀:	nɔ̀:	1096	SONG	n ¹/ɔː	4 7	AX	NU	25	25.N.C 25.U.V	2.0 1.5	0	3904
7838	Bangime	song	chanson	ŋúɥⁿɛ́ɛ̀	ŋúɥⁿɛ́ɛ̀	ŋúɥⁿɛ́ɛ̀	1096	SONG	ŋ ⁵/u ∼/ɥ ⁵¹/ɛː	4 7 6 7	AXBZ	NYJE	3	3.N.C 3.Y.V 3.J.C 3.E.V	2.0 1.5 1.75 0.8	0	3904
7839	Fulfulde	song	chanson	jimol	jimol	jimol	1096	SONG	dʒ i m + o l	1 7 4 9 7 5	AXN_XN	TIM_UL	19	19.T.C 19.I.V 19.M.c 19._._ 19.U.V 19.L.c	2.0 1.5 0.8 0.0 1.5 0.8	0	3907 3908
7840	Jenaama	song	chanson	sùwōgù	sùwōgù	sùwōgù	1096	SONG	s ¹/u w ³/o ɡ ¹/u	3 7 6 7 1 7	AXBYBZ	SYWUKY	22	22.S.C 22.Y.V 22.W.C 22.U.V 22.K.C 22.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	3909
7841	Bankan_Tey	song	chanson	nùmá	nùmá	nùmá	1096	SONG	n ¹/u m ⁵/a	4 7 4 7	AXBZ	NYMA	4	4.N.C 4.Y.V 4.M.C 4.A.V	2.0 1.5 1.75 0.8	1	3905
7842	Ben_Tey	song	chanson	nùwⁿɔ́	nùwⁿɔ́	nùwⁿɔ́	1096	SONG	n ¹/u ∼/w̃ ⁵/ɔ	4 7 6 7	AXBZ	NYWU	5	5.N.C 5.Y.V 5.W.C 5.U.V	2.0 1.5 1.75 0.8	1	3905
7843	Bunoge	song	chanson	núŋɔ̀	núŋɔ̀	núŋɔ̀	1096	SONG	n ⁵/u ŋ ¹/ɔ	4 7 4 7	AXBZ	NYNU	16	16.N.C 16.Y.V 16.N.C 16.U.V	2.0 1.5 1.75 0.8	0	3905
7844	Tiranige_Diga	song	chanson	nwɛ́:	nwɛ́:	nwɛ́:	1096	SONG	n w ⁵/ɛː	4 6 7	ACX	NWE	31	31.N.C 31.W.C 31.E.V	2.0 1.5 1.5	0	3905
7845	Tommo_So	song	chanson	núyɔ́	núyɔ́	núyɔ́	1096	SONG	n ⁵/u j ⁵/ɔ	4 7 6 7	AXBZ	NYJU	33	33.N.C 33.Y.V 33.J.C 33.U.V	2.0 1.5 1.75 0.8	1	3905
7846	Toro_Tegu	song	chanson	nùŋɔ́	nùŋɔ́	nùŋɔ́	1096	SONG	n ¹/u ŋ ⁵/ɔ	4 7 4 7	AXBZ	NYNU	36	36.N.C 36.Y.V 36.N.C 36.U.V	2.0 1.5 1.75 0.8	0	3905
7847	Bunoge	song	chanson	núŋɔ̀	núŋɔ̀	núŋɔ̀	1096	SONG	n ⁵/u ŋ ¹/ɔ	4 7 4 7	AXBZ	NYNU	16	16.N.C 16.Y.V 16.N.C 16.U.V	2.0 1.5 1.75 0.8	1	3905
7848	Dogul_Dom	song	chanson	nùŋóò	nùŋóò	nùŋóò	1096	SONG	n ¹/u ŋ ⁵¹/o:	4 7 4 7	AXBZ	NYNU	17	17.N.C 17.Y.V 17.N.C 17.U.V	2.0 1.5 1.75 0.8	0	3905
7849	Donno_So	song	chanson	núŋò nùŋó	núŋò nùŋó	núŋò nùŋó	1096	SONG	n ⁵/u ŋ ¹/o + n ¹/u ŋ ⁵/o	4 7 4 7 9 4 7 4 7	AXBZ_AXBZ	NYNU_NYNU	18	18.N.C 18.Y.V 18.N.C 18.U.V 18._._ 18.N.C 18.Y.V 18.N.C 18.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	0	3905 3906
7850	Gourou	song	chanson	núŋù	núŋù	núŋù	1096	SONG	n ⁵/u ŋ ¹/u	4 7 4 7	AXBZ	NYNY	20	20.N.C 20.Y.V 20.N.C 20.Y.V	2.0 1.5 1.75 0.8	1	3905
7851	Ben_Tey	song	chanson	nùwⁿɔ́	nùwⁿɔ́	nùwⁿɔ́	1096	SONG	n ¹/u ∼/w̃ ⁵/ɔ	4 7 6 7	AXBZ	NYWU	5	5.N.C 5.Y.V 5.W.C 5.U.V	2.0 1.5 1.75 0.8	1	3905
7852	Bankan_Tey	song	chanson	nùmá	nùmá	nùmá	1096	SONG	n ¹/u m ⁵/a	4 7 4 7	AXBZ	NYMA	4	4.N.C 4.Y.V 4.M.C 4.A.V	2.0 1.5 1.75 0.8	1	3905
7853	Soninke		chanson	níí	sùùgê	sùùgê	1096	SONG	s ¹/u: ɡ ⁵¹/e	3 7 1 7	AXBZ	SYKE	29	29.S.C 29.Y.V 29.K.C 29.E.V	2.0 1.5 1.75 0.8	0	3912
7854	Toro_So	song	chanson	níí-ǹ	níí	níí	1096	SONG	n ⁵/iː	4 7	AX	NI	35	35.N.C 35.I.V	2.0 1.5	0	3904
7855	Toro_So	song	chanson	níí-ǹ	níí-ǹ	níí-ǹ	1096	SONG	n ⁵/iː + n	4 7 9 4	AX_A	NI_N	35	35.N.C 35.I.V 35._._ 35.N.C	2.0 1.5 0.0 2.0	0	3904 3914
7856	Bondu_So	song	chanson	nùnŋ-wó	nùnŋwó	nùnŋwó	1096	SONG	n ¹/u n + ŋ w ⁵/o	4 7 4 9 4 6 7	AXN_ACX	NYN_NWU	6	6.N.C 6.Y.V 6.N.c 6._._ 6.N.C 6.W.C 6.U.V	2.0 1.5 0.8 0.0 2.0 1.5 1.5	0	3905 3913
7857	Soninke		caoutchouc, lance-pierres	kai	kai	kai	945	SPEAR	k a i	1 7 7	AXZ	KAI	29	29.K.C 29.A.V 29.I.V	2.0 1.5 0.8	1	3918
7858	Bangime	spear	lance	pānʤà	pānʤà	pānʤà	945	SPEAR	p ³/a n j ¹/a	1 7 4 6 7	AXBCZ	PANJA	3	3.P.C 3.A.V 3.N.C 3.J.C 3.A.V	2.0 1.5 1.75 1.5 0.8	0	3915
7859	Fulfulde	spear	lance	waago	waago	waago	945	SPEAR	w aː ɡ o	6 7 1 7	AXBZ	WAKU	19	19.W.C 19.A.V 19.K.C 19.U.V	2.0 1.5 1.75 0.8	0	3923
7860	Jenaama	spear	lance	gɛ̀jɛ́-kìyɛ̀	gɛ̀jɛ́-kìyɛ̀	gɛ̀jɛ́-kìyɛ̀	945	SPEAR	ɡ ¹/ɛ dʒ ⁵/ɛ + k ¹/i j ¹/ɛ	1 7 1 7 9 1 7 6 7	AXBZ_AXBZ	KETE_KIJE	22	22.K.C 22.E.V 22.T.C 22.E.V 22._._ 22.K.C 22.I.V 22.J.C 22.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	0	3924 3925
7861	Bambara		lance	he	he	he	945	SPEAR	h e	3 7	AX	HE	2	2.H.C 2.E.V	2.0 1.5	0	3914
7862	Bozo_Debo		lance	nogu	nogu	nogu	945	SPEAR	n o ɡ u	4 7 1 7	AXBZ	NUKY	7	7.N.C 7.U.V 7.K.C 7.Y.V	2.0 1.5 1.75 0.8	0	3917
7863	Bozo_Hainyaxo		lance	kai	kai	kai	945	SPEAR	k a i	1 7 7	AXZ	KAI	8	8.K.C 8.A.V 8.I.V	2.0 1.5 0.8	0	3918
7864	Bozo_Korondougou_nord		lance	xali	xali	xali	945	SPEAR	x a l i	7 5 7	XBZ	ALI	9	9.A.V 9.L.C 9.I.V	1.5 1.75 0.8	0	3919
7865	Bozo_Korondougou_nord		lance	kai	kai	kai	945	SPEAR	k a i	1 7 7	AXZ	KAI	9	9.K.C 9.A.V 9.I.V	2.0 1.5 0.8	1	3918
7866	Bozo_Korondougou_sud		lance	kai	kai	kai	945	SPEAR	k a i	1 7 7	AXZ	KAI	10	10.K.C 10.A.V 10.I.V	2.0 1.5 0.8	1	3918
7867	Bozo_Korondougou_sud		lance	kárámà	kárámà	kárámà	945	SPEAR	k ⁵/a r ⁵/a + m ¹/a	1 7 5 7 9 4 7	AXBZ_AX	KARA_MA	10	10.K.C 10.A.V 10.R.C 10.A.V 10._._ 10.M.C 10.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	3916 3932
7868	Bozo_Kotya		lance	dèbê	dèbê	dèbê	945	SPEAR	d ¹/e b ⁵¹/e	1 7 1 7	AXBZ	TEPE	11	11.T.C 11.E.V 11.P.C 11.E.V	2.0 1.5 1.75 0.8	0	3916
7869	Bozo_Pondori_nord		lance	ɲɛ́dá	ɲɛ́dá	ɲɛ́dá	945	SPEAR	ɲ ⁵/ɛ d ⁵/a	4 7 1 7	AXBZ	NETA	12	12.N.C 12.E.V 12.T.C 12.A.V	2.0 1.5 1.75 0.8	0	3916
7870	Bozo_Pondori_sud		lance	dùgú	dùgú	dùgú	945	SPEAR	d ¹/u ɡ ⁵/u	1 7 1 7	AXBZ	TYKY	13	13.T.C 13.Y.V 13.K.C 13.Y.V	2.0 1.5 1.75 0.8	0	3917
7871	Bozo_Tieyaxo		lance	jóⁿjóⁿ	jóⁿjóⁿ	jóⁿjóⁿ	945	SPEAR	dʒ ⁵/õ + dʒ ⁵/õ	1 7 9 1 7	AX_AX	TU_TU	14	14.T.C 14.U.V 14._._ 14.T.C 14.U.V	2.0 1.5 0.0 2.0 1.5	0	3920 3921
7872	Bozo_Tiema_Cewe		lance	toⁿoⁿŋoⁿ	toⁿoⁿŋoⁿ	toⁿoⁿŋoⁿ	945	SPEAR	t õ: ŋ õ	1 7 4 7	AXBZ	TUNU	15	15.T.C 15.U.V 15.N.C 15.U.V	2.0 1.5 1.75 0.8	1	3920
7873	Soninke		lance	wùrùndí	wùrùndí	wùrùndí	945	SPEAR	w ¹/u r ¹/u ⁿd ⁵/i	6 7 5 7 1 7	AXBYBZ	WYRYTI	29	29.W.C 29.Y.V 29.R.C 29.Y.V 29.T.C 29.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	3923
7874	Bankan_Tey	spear with a short wooden shaft and a broad flat metal blade	lance avec un manche court en bois et une lame plateːt largeːn fer	sàmbâ:	dɛ́ppàl, sàmbâ:	sàmbâ:	945	SPEAR	s ¹/a ⁿb ⁵¹/aː	3 7 1 7	AXBZ	SAPA	4	4.S.C 4.A.V 4.P.C 4.A.V	2.0 1.5 1.75 0.8	0	3916
7875	Donno_So	spear with a short wooden shaft and a broad flat metal blade	lance avec un manche court en bois et une lame plateːt largeːn fer	dòŋgú	dòŋgú	dòŋgú	945	SPEAR	d ¹/o ⁿɡ ⁵/u	1 7 1 7	AXBZ	TUKY	18	18.T.C 18.U.V 18.K.C 18.Y.V	2.0 1.5 1.75 0.8	0	3922
7876	Tommo_So	spear with a short wooden shaft and a broad flat metal blade	lance avec un manche court en bois et une lame plateːt largeːn fer	gáwàlù	gáwàlù	gáwàlù	945	SPEAR	ɡ ⁵/a w ¹/a l ¹/u	1 7 6 7 5 7	AXBYBZ	KAWALY	33	33.K.C 33.A.V 33.W.C 33.A.V 33.L.C 33.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	3916
7877	Mombo	spear with a short wooden shaft and a broad flat metal blade	lance avec un manche court en bois et une lame plateːt largeːn fer	sábí_dóní_tá:ŋgù	sábí dóní tá:ŋgù	sábí_dóní_tá:ŋgù	945	SPEAR	s ⁵/a b ⁵/i + d ⁵/o n ⁵/i + t ⁵/aː ⁿɡ ¹/u	3 7 1 7 9 1 7 4 7 9 1 7 1 7	AXBZ_AXBZ_AXBZ	SAPI_TUNI_TAKY	23	23.S.C 23.A.V 23.P.C 23.I.V 23._._ 23.T.C 23.U.V 23.N.C 23.I.V 23._._ 23.T.C 23.A.V 23.K.C 23.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	0	3916 3926 3927
